User_ID	Reply_Frequency
3091700608	1
1536254863	1
231301998	1
239028027	2
15458694	224
2590302661	7
3189972228	1
3108351	140
293665916	1
15884890	1
227129484	1
1961944933	1
2758253160	1
884561586	1
282410466	1
25946863	1
607409564	1
384081426	2
3350126261	1
2941351219	2
807095	386
2534137406	264
156969952	12
338960856	977
2511544938	1070
113022883	174
2584111526	6
2539370129	245
1238514722	4
54027499	1
371632389	1
2578300500	125
2881451890	1
96950430	1
3243387724	2
552328251	1
35121083	1
32238490	1
265904510	225
2484642526	1749
528750510	11
1890771926	9
2388813985	6
2863938961	712
20905367	404
732772232	172
1647709008	214
2410073765	97
2805234853	374
2787447668	376
2863618115	8
2486441212	4
2799116486	410
23936177	135
734605554	211
511598552	296
2442154222	109
522907474	1
2745043837	1
2424991199	254
2648734430	123
243368411	353
25049177	203
112426154	52
66591836	363
425845268	4
495304778	3736
977959112	4
1694345749	26
540506932	2
2509882094	393
2509883976	328
2236383523	77
2510087281	175
2930100044	1
2496599688	60
2509773493	336
2540976941	272
87818409	225
226690054	30
23216541	5
860458537	2
99793420	108
233884938	21
18161336	240
385071091	6
1579976754	52
1587056060	2
2814921003	8
115017695	1
937059342	10
2879745539	12
1520364024	16
1395393884	8
771830587	4
850816357	4
1934339828	11
41634520	23
489911160	1336
1367531	849
2285916594	253
2787020304	304
2785664323	321
2786444454	300
2290585988	301
2534419009	341
438133358	28
65493023	21
296456471	58
485955028	499
1318249855	1
920825071	621
704296939869872128	2
2519001345	266
2802108620	10
1714603346	8
215900384	1
1246002980	10
1933191692	263
66810589	1
859705416	4
2220156487	47
503630378	2742
444639688	2453
1233333332	2
923366779	192
1392816260	1
2414956941	4
2786650232	162
762033116	419
74804674	1
136755857	16
2402913705	240
2254154676	248
2442582861	314
1628181121	267
516332638	429
3002796172	5
249281664	10
471862555	2374
2467791	437
101395252	16
2361039950	675
2802494336	58
14529929	114
2788024808	288
3078212376	116
897220551709671424	2
292929271	18
2954580917	2
2155154749	5
843288655	1
2424543484	243
287656253	1
1665377383	6
3071479646	1525
2180172182	280
2804824740	481
2446391643	422
2290012572	384
920183784	4
1339835893	742
733202880	302
80127697	67
10405642	269
625074117	11
2831649265	1
2304109906	7
259613491	20
2285977225	251
3911057572	3
772081711	140
4796760568	1
2530487422	7
1716587882	4
1446596726	17
2509702177	321
2614630804	9
2178824387	2
92637109	46
276579644	106
954000973	11
1709654540	1
582167552	3
2509845144	324
2805365977	475
774134900	931
2518710111	456
528571696	1099
2258686231	260
2510029717	360
2286009452	352
889500445	1
2945440425	3
2550688441	1
2285940955	279
1034970816	2
250780430	2
248159637	3
2799322706	325
97875681	103
20406923	1
1912238342	274
2509606236	352
2289990920	182
124237063	11
1223805462	326
4224729994	372
2478408372	233
2256090402	276
1648101588	249
2786446638	384
15722010	2
2509780507	446
2478444793	234
2626078048	92
2509467373	455
2788162002	326
2481527106	286
920663185	267
947803460	91
2527841957	270
774253807	438
320447063	82
54117369	11
2576820753	76
2511542658	491
74448776	15
2530830345	403
86832507	1
2213177962	7
2595106117	4
460881026	1
80655763	74
1976136240	264
99667321	2
2515011981	260
2805075416	421
2289992708	544
2285429497	575
2290042322	254
531351424	6
2496527533	261
714465914	322
210514377	30
2427781542	1
2188511652	560
22875670	1
1675463203	4
386689418	1
2798242135	321
2290068924	635
109699231	1
2558737057	4
608381471	1
3318823666	1
2475276775	1
2509495812	342
2590052259	52
2620165313	80
2201407177	2
16303106	65
3049228218	328
402815445	111
2365554696	320
2786149831	323
2299882730	35
905141386781085568	67
1536903662	24
2243224576	107
1440848772	2
1706566454	256
14075928	106
3306348134	4
45564482	33
484514913	5
27260086	27
53353867	238
93834718	2
2461068872	4
3251018779	1
1147418581	1
39040060	1
1240869390	405
395903418	6
1734990240	2
2574709638	144
13850422	297
315830368	57
64019654	1
63193260	20
472110318	10
1511408522	79
476841778	1
2785297762	1
2277247082	140
2388095251	1
3306472493	1
49942706	28
414568537	12
144105935	94
3430015755	2
3075439117	2
551672386	2774
1083514944	21
1652541	93
620162490	1
1120216238	1
368422728	1
3190499345	1
2384220847	1
294770393	916
331726265	68
198887820	181
872683897	4
2243877601	270
730923371941265408	2
16666909	14
2251293547	237
53016173	105
35233615	629
2451753755	5
706861499206094848	1
246824198	4
302155453	2
3899481526	716
325830217	36
107577126	1
2742111104	2
1153915202	17
1550084274	4
1275446954	20
2320848925	6
371292231	14
2510244581	7
1537314294	7
14461216	7
5536782	734
274422326	860
1332912012	7
71516564	997
2886636328	57
774812520	408
26749459	1
2804592697	449
2290030938	374
2787888906	347
2786612887	314
973275829	500
873224522	8
19986898	1
2285955236	282
3048954386	1
2177732598	1
1544019414	1
2525622731	21
1021970130	1
2233568725	340
1229326813	768
2601495001	3
52032722	320
758032494	1
594813423	606
347131861	387
2509857138	448
4004941827	35
2787264446	320
2428308689	258
2787839305	305
2245268377	722
2276653506	1
305096314	1
20467228	1
114685387	1
809560770	1
344419236	1
890788142	1
758499748437340160	4
16661080	1
4354787236	1
973272068	266
2785717477	365
2286067910	338
2760208556	444
2255882239	340
2509681334	341
2805235514	191
2797820785	324
2536705324	32
2238821798	260
973333975	390
2289975606	264
284168384	82
2290138572	294
2306083502	10
57912099	1
925025750	2
1610425526	7
3582398298	23
162781537	74
2509997401	397
2290023139	334
39931366	4
2370953718	2
2188875102	311
2510196302	386
973238239	275
25327868	84
75822565	4
2509615087	389
299760943	4
1002135662	204
2456785902	72
2296073965	1
65185713	1
344410443	1
150622981	1
189367381	1
2290003688	485
2786118426	316
2805377053	379
2796972816	295
2511539208	352
511617963	412
2805112128	367
2286031879	197
2260605925	4
2256300876	199
734342683	729
2286411254	410
2684429281	1
2468057234	18
2786530412	334
2286327546	431
2785853141	150
6663512	4
2509570154	344
2805286855	407
973346852	488
626121647	1
3032802706	1
3183310627	3
4189843240	5
2561899011	8
785862524	307
76582934	1
316191601	7
2260338140	526
2285935910	314
2796045386	302
2534421182	86
2233640450	1
2256114786	207
1582853809	36
2213011502	3
20632528	2
2510058398	618
1712368314	7
3970308383	26
458301345	567
748581090	81
1489897224	409
386426985	3
1430454421	74
2565380557	386
1189907222	2
382024516	2
2313281606	36
171547677	1
79793901	84
2433050909	4
25232520	20
2420953021	638
1095008665	5
2467944626	2
534706516	1
957157214	4
96083073	170
295123952	29
1361267066	20
433454736	12
771805760	431
625517489	927
64210036	148
65442728	115
162516373	1
3075283895	8
191315334	506
1240608301	3
3305717974	1
212996592	1
387912874	1
3139076146	1
2805382452	424
397189789	4
2570631118	678
2421958117	2
630717246	2
212659149	1
2717133086	1
1013668789	1
3342878193	1
164993567	1
75054382	1
2396566798	257
2290103304	176
2795686982	282
2798004307	321
29417304	302
1625533807	9
1497365192	1
2208479190	286
2420290961	326
1218193352	723
872347858447552512	1
562369961	6
3147410273	5
2497765104	28
1400282226	1
2791299820	20
2560473171	257
3302202761	2
264894271	1
1666489682	1
3015698663	1
34692993	4
2925567119	1
186333296	2
29814651	1
2832842465	2
301228818	1
44288608	1
3066744800	3
406568043	1
2789989338	314
771982164	311
2805348997	185
2200880839	579
2284308170	10
2288515243	342
2790260922	652
287133650	39
2510334558	322
1707679812	96
757107299622096896	1
2555864189	2
796261392	1
2348665640	10
2510319744	374
177584156	12
2574520610	162
1948931220	80
2665564544	431
3070077330	1
241316195	1
4167669993	6
497788324	266
3207099269	4
308014964	1
2575064257	6
850011720663871360	2
1154679618	7
2234863323	170
228661749	314
2538678407	244
423653154	1
107823786	1
396376459	1
43768075	1
46492059	2
502025763	1
735326064	1
618356377	1
2514864173	238
2804573094	368
2745882393	42
3399553919	1
329544627	2
1087126482	1
129924853	3
972651	764
369547400	2
224254489	125
19407663	2
2509478256	319
428445865	5
2511562867	363
2505953110	254
2516900721	240
349370813	228
2733989451	117
23022687	78
919074083559452800	1
2805377539	557
17878322	26
2219989927	13
237696972	6
14511951	233
1425506148	8
973291098	377
2509685322	340
54825662	101
1431162169	2
2949732121	2
1123233224	1
285742637	2
2325635064	1
2844890510	8
2785407836	539
2511549680	340
366124879	4
318985375	4
2417053487	4
1604444052	16
5971922	3
3134825499	2
1099408663	5
498885909	1
1464945781	1
14173315	259
2243639683	292
513438857	4
3197854454	1
1622329154	41
615150405	164
794274618311741440	1
225725426	63
2511539214	368
536960731	50
143506024	28
1664023872	276
2315502851	254
2556630860	13
1071161646	9
1689331526	1
358545917	85
2790764478	335
20068679	2
187875791	1
1599428166	1
3095893107	8
2975254566	2
2526041465	189
611918870	1
115010446	1
57581257	1
1247653866	2
76782639	1
607616436	1
792155928	1
130720216	1
250492272	67
1040447646	1
2831404060	1
2968450006	1
121569407	1
69268721	1
1292005908	1
329413818	2
243355273	2
40807205	39
4217244274	48
2791393812	285
1239698064	403
2790272749	326
2803413641	1
1939275384	1
3029139449	1
82228361	1
78032445	1
2567451721	1
371092733	3
337849388	1
2715917934	5
2509825087	369
2509987692	177
2805454141	322
2799302238	308
2429500696	62
2533364158	476
2631727346	9
2744414901	5
388190869	40
3313618153	114
2196009749	1
14700117	4
18936284	2
445813829	1
219653959	136
112784173	32
549030107	27
143127162	1
1034360520	12
29651682	38
348926071	2
3978316814	8
2798265816	344
907910923	27
10615232	22
1252171075	10
1696999687	3
1900232713	4
489906362	24
129235890	12
169203819	210
2148013704	1
3436330180	1
3110905846	49
173868079	14
96316080	15
146882655	632
3001314726	38
702045743759159296	20
2786991032	476
18166089	152
107186945	27
733741514	541
15012486	117
4866433127	1
1914925422	4
1516023434	8
377035917	1
2559947220	3
505082017	1
345125792	2
366185859	1
1685603329	1
406404255	1
47705526	1
5734902	24
2912754262	787
436862258	1
34771093	1
3265776192	2
126704213	1
205265565	1
2559766130	1
1898405598	83
566682549	4
2212172189	1
303232170	129
1080348895	1
2469119042	4
3123134588	1
555221743	1
1214797021	176
329030503	13
1044022808	94
706450743	27
2569252177	1
712070196	1
2786030976	401
2785961683	192
2247855296	97
2572896396	210
2238181819	99
3148605167	1
1607347548	1
1335952916	1
23245056	1
2478351504	424
2344875617	7
2399639001	88
2367458065	35
860332842	11
520237200	2
357606935	125
983612299	75
2726652103	595
3005265513	5
153812887	129
358669611	70
1648032108	519
306988337	308
1228174242	246
149016448	1
2944766250	1113
915192618	2
2214834906	1
4301962823	20
95023423	86
1961507096	576
2425646704	133
973181070	420
483965537	152
2626063761	124
2397502475	112
82299300	645
2455275544	84
2267665252	15
1086973130	78
263568980	382
1949838806	113
111989505	59
2528057445	5
1711630442	104
3300327647	2
2785773756	5
402934934	1
90150797	293
24491044	3
32421706	572
2646938774	84
2181980028	86
2428991583	113
209970764	12
620108423	3
548161972	1
80723578	97
283080534	1
950848879	1
3930300933	3
1292574098	53
1656253610	31
1394042348	1
2732637929	123
17043412	2
1437133321	1
1414721006	2
14159148	5
706693494807535616	28
2472715591	3
132811662	52
2786170681	337
66368737	225
2423693731	37
394260665	1
2224716966	6
1665091922	5
1378893060	3
1914887138	12
2606594025	2
15034371	8
1709244312	260
2653871803	1
21062198	1
346240715	5
1058559158	2
904782144324722944	4
275276082	19
1102030544	1
2790118424	477
2798944152	386
214639633	6
1583383980	2
2535190081	1083
2805421298	513
2510080586	484
3301549756	11
879684398	2
2902748171	3
2836067219	1
1642750172	4
427630477	1
2260672646	72
1139325710	84
785967000	511
3824403809	124
273279047	54
2300857116	41
2574586915	142
2285278111	269
2319959377	1
3085226356	503
2534875591	424
2787398138	192
2536133791	18
2532611755	11
166575630	2
3234576268	1
2572767074	330
2424447171	134
2579951175	24
98384677	2
2509951919	2
18379614	1
341998211	12
91759927	36
1648151275	102
2256974472	51
30634032	1
963297229	10
2543692403	205
17132662	175
2494487155	254
318942083	6
3380845937	3
138747304	1
558618660	226
972913134	628
2511549104	349
2303476812	254
2631723557	102
2301846091	1
535666492	642
2544749009	222
2509995102	406
535984777	3
73095946	15
759251	511
3109275236	1
34852681	1
454595970	8
2813884883	11
240086612	1
2290019407	170
3085494124	3
499156887	1
1008608124	1
753638886	4
2753172934	119
2266579400	125
3025253213	7
2809949291	15
633567319	2
2228543895	3
2288417737	3
2430965344	63
2786588096	166
2747492245	9
2840247797	3
2452550524	4
2290119259	285
291489793	1
1247863531	1
2285879744	260
2283582702	204
200524435	137
199314691	34
896484799770116096	19
2246340168	6
2254241604	250
2413222785	85
2574458629	40
82899289	8
40447766	1008
734576335	448
4889743517	3
38351186	2
145217142	5
9204502	13
18933321	1
552549858	1
123346276	1
38978334	6
337881139	26
43408841	6
118619214	7
3168730729	3
418731185	112
2286091022	274
2790136057	326
2790139832	445
2509592107	341
701980587	1
467712164	1
2575977650	1
20244056	1
594662324	1
2918046825	1
18414659	1
2231059909	381
2804528347	403
2510005129	436
575568403	1
2365890362	1
3314431214	1
2286250291	259
813286	236
2196201139	3
2196634009	53
858039538089959424	1
101551093	1
472463946	1
1017608083	1
17550110	2
1247903299	1
973242391	253
584522051	376
125478107	87
408437933	45
74234550	117
1956574304	354
2440135254	25
2891134521	2
2469576271	27
2578388491	1
2149264638	1
2984973176	1
826222766	1
3409605707	3
2686175972	4
582148745	1
1028533164	26
17174393	16
279036634	10
370621894	2
2572652478	35
71584155	1
477071441	1
229888186	90
4221480393	4
2205257485	19
2255393400	317
494076761	195
429372578	3
2790825277	360
580970728	2
4510755552	7
1903866937	4
1933196515	48
2970172427	15
3362688082	1
49365472	63
256253131	201
469616581	180
42725294	146
47703771	73
467922426	5
339822881	24
79791698	75
36712233	122
356182778	2
278698246	1
615091496	7
409226645	5
47975734	28
326107383	1
437886514	1
2839874493	1
5781452	5
1931585845	1
14465607	55
90665534	1
2289985927	384
2758920156	378
2290014121	165
2286439435	285
3159477320	3
2787255740	345
2290087765	597
72398720	1
2892295201	1
1257673933	1
341064787	1
2248404972	3
733932419703799808	4
2805100946	343
2452328625	5
450256209	3
599527591	1
2922137652	1
63682850	1
2475116257	1
291564433	1
2237200890	3
2498346072	2
118443409	1
3075267835	1
2285291316	288
2620614029	144
38478303	18
2790253993	325
2257832792	84
4089757756	1
2927342582	1
777264808827682816	5
733273388836347904	46
2527472164	752
1175291076	22
735420294	440
498558125	2
3028307045	35
21739336	19
70984158	136
32500756	6
1713891132	1
1247829546	1
1110190010	1
1226002320	1
35688479	1
351938559	1
419026284	1
1173589934	1
312359729	1
2900637198	1
215403514	1
1240626253	4
2427069293	72
2529767186	12
120552129	36
482845811	11
1944334327	4
1915373814	1
65502117	28
1240943706	1
2795442835	323
2805194342	344
1443754087	14
265826890	2
1339743535	3
1975200704	21
2302852628	17
2564813938	10
832849332	82
2506428802	15
1443766015	50
376358721	5
538185166	26
2995529595	32
260694115	8
1673507436	2
478023011	1
1718554506	121
312152904	42
2440252190	2
273348669	156
117756470	12
2766464668	17
1552008542	1
751166221	15
2177640684	9
508770043	4
35253274	1
174292290	1
145286803	2
3183320772	1
2799005166	390
632310840	5
2247538790	124
709193979	47
2566813516	2
26589987	6
51485640	142
103065157	8
2437396985	266
373783051	28
470282061	1
16948493	107
296195162	1
602847055	1
2608279435	1
2535059054	505
3177879875	1
435608879	2
2290061180	194
2478380784	160
2244849040	139
17752770	8
2786469122	1
434971560	2
2805396296	366
3091979410	226
1182217260	2
2790247842	324
398166908	174
2450269619	154
818064800	4
2504097512	224
2251046671	236
2734249918	1
2587426686	8
1467048788	2
2426846709	5
768666330	11
130815512	16
1962728605	3
859728500	1
2292063273	5
2726316580	18
375634742	12
2315918428	78
1890847758	1
603816580	1
1075324656	4
3357860615	1
1653442136	155
2437571275	1
46775436	4
115707779	12
1687183549	38
2290130906	370
2583889045	33
2164876369	80
1027591790	2
359432186	1
264268489	16
973225656	264
922482187	1
2726626727	8
2586647441	54
375826265	3
2510123977	191
599130213	9
159900473	23
213297787	65
289487308	220
1913815891	5
15719910	28
26876136	2
929835944	2
2262274915	4
14412533	33
2997392589	284
14377605	45
824699131	3
2212451119	85
397961865	28
4157046677	26
245956466	310
302799329	30
2598021796	126
743166519157227520	166
437505768	1
557789557	92
318091834	1
2533052055	1
2570574680	64
2805015672	323
2790089137	296
24932461	1
1101106501	1
30495613	1
10671602	6
53913962	1
379889816	17
190937124	41
3091936475	67
2573726278	360
440340397	1
1025820090	1
30611949	1
154530823	111
2257758241	137
2805187874	375
91410462	20
3044781995	1
1643909461	5
1686370159	4
2451525967	2
2510111311	500
346937486	1
1087416157	1
1247674825	2
1102614680	1
228556849	1
4017502011	6
4280194697	1
1727874686	1
595418879	1
734768570	1
868936801	1
90941250	1
156381308	1
2786635363	487
2290082803	255
2149917411	5
728378385420922880	26
81069745	1
714720908821327872	75
194720228	22
352698153	13
37642893	4
2253415562	1
441738772	1
1953722472	218
772006393	257
718561802787930112	13
342720999	4
2286085849	283
2609587259	170
42445262	1
3084537402	54
2403125135	59
1705499846	109
2497132682	79
150670863	4
98983044	286
87212906	1
2654601162	21
3042858483	4
4866699178	15
736716258	3
617559687	5
3213761093	3
260706920	3
3782441364	5
3081110164	255
175896815	1
33566592	22
2811446917	9
20916357	5
2478881353	3
2698523592	2
939934975	3
2257804909	1
383943165	7
2883496247	3
61206610	1
534498162	180
332334217	4
493986203	1
2526569216	1816
2578185827	336
2245964147	31
1701191796	400
52018597	18
407785637	30
377245304	11
43775856	6
548986254	4
4108389785	55
3362399178	16
3286293668	82
86767345	13
1410168980	14
338012850	1
2278739467	50
2520710013	286
2405160841	4
2317499001	9
188660613	149
1218795331	2
170317727	2
3427517943	1
80793201	72
2262193244	264
1448283246	3
1105423092	15
2802216907	12
2330159031	25
2581562439	1
1086202676	15
1929969548	7
23807048	1
14304170	2
2574093550	3
2743327187	308
732904470905036800	3
3381686297	1
13524182	21
611350965	1
1700135520	98
43370523	123
2409063276	10
547935413	12
440028141	1
15345578	3
22240612	7
1430529528	1
2581781110	141
16711026	25
3080829096	132
77217317	9
3292280115	1
51738464	1
18695134	21
2805061586	338
2270099916	13
2576239260	15
2576306072	5
495860566	17
825501626	2
723276176089878528	2
32366354	1
2325412727	1
2294440494	1
970645644	7
2178526976	6
1012879952	2
444449686	1
2868906717	16
1074480192	35
95273513	7
2805169410	384
209993177	3
116529466	42
3178891317	1
1435745059	6
713656825	12
2537357265	18
928501014	4
2097571	29
506270437	14
256684882	103
440252817	2
1513801268	2
3092589095	1
2267263056	5
3059318693	1
34200559	301
293138316	11
12911702	591
320723311	2
737536094	151
299378652	1
364060488	1
2916020448	1
2305238472	1
442443890	1
3193149297	1
362241011	28
2181055039	1
2289974203	319
975972174	6
73887817	85
2273469763	1
382797615	1
2573933721	359
54157875	2
152381941	116
4437233895	182
207424511	3
2513294525	4
19478383	5
428333	236
1109386315	1
2350222669	5
27488903	3
617791476	3
2457390594	212
19329393	98
10168082	3
1096745072	1
2395157475	6
2184946609	111
2199639959	2
1241168023	1
310316834	43
2608317396	33
2623735959	4
219233615	735
48649409	61
180451244	36
373056157	79
3050696349	5
429131939	1
208155240	16
582689833	1
62905050	19
2151657985	69
23739529	1
72065704	3
374014745	144
2786182784	300
2188505412	107
2485376773	125
526066727	8
2831609395	6
2496953871	1
360536725	1
72259747	1
1247943145	2
3021943125	1
19257571	8
1462656319	52
384848716	148
421156588	40
82400225	1
361107803	10
1325364456	3
62252550	80
830092658513166208	1
2398930948	36
2447922097	2
2847449187	3
1927518332	260
2663423417	17
2908732449	2
4002508960	8
2847122793	7
7433242	1
2531159968	72
258885469	3
271050171	1
407503592	1
4443655752	1
21612122	31
456792557	99
1130891570	105
202157841	3
3416545739	1
70144495	2
3111742566	2
1681338739	3
915195206	50
2560389533	252
563804656	106
444560530	1
3508339038	22
1165456832	58
234051192	13
2296439785	20
2379724392	1
716502227	1
2542980226	275
2316301547	221
1072107920	15
2286103759	250
2238006912	257
2540611879	10
2607526381	6
221005557	1
2183382799	111
849029940	2
1212210354	83
15134034	1
49207725	2
2510034768	216
519110748	1
201721986	1
18510860	22
3364290132	1
2941365709	1
15888522	1
2791302933	4
1534983950	1
2575301867	64
25485430	10
71501230	1
2616678797	2
20055358	31
2856049301	2
248135355	15
362225321	15
2734982662	116
88242468	105
2302612304	11
2286236364	263
265429342	24
2833797221	6
201334945	132
2481900114	2
1066854246	4
4102376488	34
1653818658	2
974005970	1
2535889004	42
342780181	3
793520358511013760	1
3055067522	10
129716321	55
22771961	126
108004973	148
970207298	98
2534640290	308
169108336	72
23573083	402
288857649	28
147964447	145
634725546	22
14989672	2
81702471	2
115979444	24
44700232	20
2753146444	163
25918955	17
237611757	20
2844681478	10
2561109002	1
799511335201570816	70
973214539	226
110598560	1
464762477	1
116591197	2
842683489	1
16537175	4
448963390	1
2832851281	1
485974896	1
718682972	1
1283645628	1
765684456	1
1722042068	1
2389058653	1
1947747638	10
201074913	6
941212370	10
30557085	1
2642295867	3
899268757	1
145225231	2
1536688650	10
2386773551	1
3222961026	2
2970055875	3
3592418654	4
4111009533	7
3177363114	1
997573712	68
2771944330	1
2210129222	50
2419412206	128
19726613	19
44945327	10
2286277958	256
1406126545	9
773675586	5
1318581464	3
339750288	4
434416528	2
272524599	7
1063129123	3
572544990	84
1638698256	307
27112844	11
808160912	5
154805643	40
204208107	102
990567474	2
2875593592	3
327519692	3
14604442	1
43289545	4
1247799403	2
954124423	18
583331350	2
138134405	1
497548528	1
2346314612	1
990128089	1
3437607543	1
2542479024	1
419360457	1
14669951	42
208132243	1
462072826	2
2558766323	2
2318550158	2
2334668822	2
551710603	2
1392951560	2
1926121790	18
2572764013	188
201873934	81
434154405	2
1951681196	108
3313778607	1
1621870244	1
1247622145	2
378643856	1
16352682	1
2527896952	4
2821104610	15
28959477	1
387226382	1
2787396793	353
2728846349	28
2405383797	4
2415540866	1
905038010	1
1078465580	4
20322929	23
30875418	1
23174197	1
352922902	1
610205935	1
1428794820	2
2907653441	2
412298002	1
1633682497	1
3002659861	1
78259714	1
3158149912	1
1696901197	1
3331759601	1
4175166177	16
469733018	1
3039501256	9
2503202888	12
278465658	15
216644825	2
236511689	20
68544463	14
123970800	102
14594844	16
549149027	10
2588665534	46
2790107396	336
2768787442	3
2246294448	32
1647277573	16
19426551	4
2148237670	35
2296818823	2
2970872116	1
718598166	1
15808765	80
6017542	43
18172905	27
714380893	303
2190406878	93
177550294	1
2325231289	3
2785496328	326
2276095299	1
3081712448	83
18669748	1
36980694	71
4898240374	16
2165944006	18
3280916005	71
1891194625	1
826904850	3
314737410	2
3040072657	23
3898598357	6
113047940	85
7587032	94
1009268858	1
818910970567344128	22
2622683374	82
2823647635	3
3646858394	1
795552572	15
1208876628	1
35472060	3
151541257	1
2692734799	21
15283300	1
454099919	174
762649892191932416	1
200811766	20
1511454595	1
3022045469	17
874857829	1
2464756524	1
142157110	31
485737487	1
2397100808	3
26697854	24
18983793	16
1057438016	2
28033140	25
228069979	6
466645191	28
2333207199	8
291967197	1
1247606136	2
337924342	1
2883358964	1
701674603	3
2987689295	2
20606095	1
104249727	5
150908168	18
809459988	1
1603606531	1
407458032	1
1153006212	1
495623302	1
30283526	1
382855752	1
43256658	22
86561338	1
227720229	4
18956073	122
201827325	1
2286231745	278
1708580652	5
960962340	1
31455121	5
21131088	23
92839873	5
1562604018	1
2167588336	4
2839027784	8
2299986193	2
2289281546	13
988570651	27
2893750633	5
460076283	7
2996273230	2
630503952	1
1510636068	1
2634158221	1
1870119325	5
405582104	8
1706238751	14
510338827	2
339031319	45
595291774	3
3346845232	2
616323281	1
1317788485	1
1520102143	1
1265711066	1
363916444	80
42453729	1
532181657	1
2594250714	1
1247948660	2
3290641341	1
3201899476	1
833831706	2
3187163922	2
